plant_id,plant_label,timestamp_hour,demand_kw,battery_soc_pct,battery_capacity_kwh,max_charge_rate_kw,max_discharge_rate_kw,battery_power_kw,backup_available,backup_capacity_kw,grid_export_available,grid_export_limit_kw,electricity_price_inr_per_mwh,backup_cost_inr_per_mwh,backup_co2_kg_per_mwh,operational_fields_source
4135001,Plant_1,2020-05-15 18:00:00,14110.973,42.23,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,11910.41,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-15 19:00:00,13886.991,24.69,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12320.34,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-15 20:00:00,13187.719,15.0,41416.336,6902.723,6902.723,-3810.92,True,11044.356,True,8283.267,12402.16,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-15 21:00:00,11641.552,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,12191.9,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-15 22:00:00,11322.3,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,4847.05,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-15 23:00:00,9518.214,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5327.07,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 02:00:00,7671.455,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,4901.22,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 03:00:00,7760.372,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5255.58,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 04:00:00,8366.705,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5040.26,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 05:00:00,8550.144,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,4991.23,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 06:00:00,9106.505,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5120.46,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 07:00:00,9890.894,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5167.01,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 08:00:00,11620.377,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5984.04,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 09:00:00,10642.245,22.02,41416.336,6902.723,6902.723,3059.992,True,11044.356,True,8283.267,6205.97,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 10:00:00,10465.717,37.78,41416.336,6902.723,6902.723,6869.299,True,11044.356,True,8283.267,6019.71,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 11:00:00,9802.563,53.61,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6276.43,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 12:00:00,10072.443,69.44,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6150.61,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 13:00:00,10068.599,85.28,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,5974.44,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 14:00:00,9417.353,95.0,41416.336,6902.723,6902.723,4239.456,True,11044.356,True,8283.267,5944.13,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 15:00:00,9411.75,95.0,41416.336,6902.723,6902.723,0.0,True,11044.356,False,8283.267,5803.45,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 16:00:00,10196.388,84.23,41416.336,6902.723,6902.723,-4236.897,True,11044.356,True,8283.267,6152.33,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 17:00:00,12037.368,66.69,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,6036.17,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 18:00:00,12977.995,49.14,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,11773.0,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 19:00:00,13133.757,31.6,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12103.57,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 20:00:00,11890.079,15.0,41416.336,6902.723,6902.723,-6531.351,True,11044.356,True,8283.267,12037.81,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 21:00:00,11212.373,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,12483.62,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 22:00:00,9884.661,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,4893.5,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-16 23:00:00,8978.405,15.0,41416.336,6902.723,6902.723,-0.0,False,11044.356,True,8283.267,4940.56,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 00:00:00,8359.755,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,False,8283.267,5399.79,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 01:00:00,8011.557,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5444.22,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 02:00:00,8282.894,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5065.9,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 03:00:00,7992.145,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5086.22,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 04:00:00,8232.411,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5310.92,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 05:00:00,8696.948,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,4781.12,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 06:00:00,8073.92,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,4864.99,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 07:00:00,9476.458,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5149.47,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 08:00:00,10177.973,20.47,41416.336,6902.723,6902.723,2386.483,True,11044.356,True,8283.267,6378.98,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 09:00:00,10513.875,36.31,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6021.57,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 10:00:00,10596.648,52.14,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6118.17,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 11:00:00,11077.476,67.97,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6304.08,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 12:00:00,9254.161,83.81,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6479.24,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 13:00:00,9979.861,95.0,41416.336,6902.723,6902.723,4879.541,True,11044.356,True,8283.267,5996.17,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 14:00:00,8550.966,95.0,41416.336,6902.723,6902.723,0.0,True,11044.356,True,8283.267,6096.97,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 15:00:00,9690.77,95.0,41416.336,6902.723,6902.723,0.0,True,11044.356,True,8283.267,6427.97,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 16:00:00,10741.556,93.75,41416.336,6902.723,6902.723,-491.368,True,11044.356,True,8283.267,5826.0,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 17:00:00,12001.821,76.21,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,6284.96,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 18:00:00,12960.308,58.66,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12016.7,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 19:00:00,13271.918,41.12,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12218.45,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 20:00:00,12065.013,23.58,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12156.33,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 21:00:00,10828.851,15.0,41416.336,6902.723,6902.723,-3374.157,True,11044.356,True,8283.267,12027.56,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 22:00:00,10294.014,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5023.04,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-17 23:00:00,8752.0,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5249.75,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 00:00:00,7837.535,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5379.2,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 01:00:00,7926.522,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5176.65,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 02:00:00,8066.183,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5212.62,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 03:00:00,8899.247,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5302.81,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 04:00:00,8831.216,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5025.11,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 05:00:00,9432.656,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5333.14,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 06:00:00,9390.321,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5347.48,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 07:00:00,10553.418,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5668.65,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 08:00:00,11662.149,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,6032.3,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 09:00:00,11610.936,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,6017.55,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 10:00:00,11905.97,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,6238.41,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 11:00:00,10749.737,21.15,41416.336,6902.723,6902.723,2683.182,True,11044.356,True,8283.267,6247.44,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 12:00:00,10351.365,36.99,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6003.68,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 13:00:00,10029.74,52.82,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6027.43,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 14:00:00,9618.252,64.69,41416.336,6902.723,6902.723,5174.281,True,11044.356,True,8283.267,6197.4,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 15:00:00,10976.252,76.94,41416.336,6902.723,6902.723,5340.44,True,11044.356,True,8283.267,5951.03,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 16:00:00,11289.452,71.25,41416.336,6902.723,6902.723,-2239.161,True,11044.356,True,8283.267,6026.1,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 17:00:00,12668.417,53.7,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,6116.13,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 18:00:00,13891.354,36.16,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12379.27,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 19:00:00,14161.143,18.62,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12091.17,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 20:00:00,13657.241,15.0,41416.336,6902.723,6902.723,-1423.192,True,11044.356,True,8283.267,11868.37,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 21:00:00,11963.188,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,11855.01,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 22:00:00,10413.438,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,4973.31,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-18 23:00:00,9559.526,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,4963.63,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 00:00:00,7610.216,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5172.17,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 01:00:00,7753.222,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,4986.0,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 02:00:00,7843.503,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5073.5,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 03:00:00,8074.009,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5060.66,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 04:00:00,8973.328,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,False,8283.267,5120.71,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 05:00:00,8551.336,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5438.05,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 06:00:00,9417.43,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5319.15,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 07:00:00,11183.327,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5202.9,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 08:00:00,11119.951,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,6017.02,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 09:00:00,12189.032,20.5,41416.336,6902.723,6902.723,2398.563,True,11044.356,False,8283.267,6022.02,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 10:00:00,11138.17,31.53,41416.336,6902.723,6902.723,4805.912,True,11044.356,True,8283.267,6158.99,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 11:00:00,11001.818,41.88,41416.336,6902.723,6902.723,4515.844,True,11044.356,True,8283.267,6205.15,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 12:00:00,10027.231,57.72,41416.336,6902.723,6902.723,6902.723,True,11044.356,False,8283.267,5936.63,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 13:00:00,10053.322,73.55,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6106.57,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 14:00:00,10742.649,89.38,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,5734.31,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 15:00:00,9753.48,95.0,41416.336,6902.723,6902.723,2448.428,True,11044.356,False,8283.267,6138.11,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 16:00:00,11788.561,90.55,41416.336,6902.723,6902.723,-1752.654,True,11044.356,True,8283.267,6237.19,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 17:00:00,12792.8,73.0,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,6049.59,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 18:00:00,13297.777,55.46,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12526.97,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 19:00:00,13116.022,37.91,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12041.38,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 20:00:00,13329.635,20.37,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12239.14,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 21:00:00,11725.178,15.0,41416.336,6902.723,6902.723,-2112.871,True,11044.356,True,8283.267,12193.55,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 22:00:00,10775.679,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5181.95,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-19 23:00:00,9615.615,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5179.42,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 00:00:00,9426.523,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5219.28,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 01:00:00,8420.167,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5352.63,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 02:00:00,8008.728,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,False,8283.267,5447.99,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 03:00:00,8723.706,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5199.59,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 04:00:00,8874.052,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5346.76,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 05:00:00,9801.925,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5073.68,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 06:00:00,10087.421,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5337.87,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 07:00:00,10662.94,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5062.84,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 08:00:00,12124.749,17.96,41416.336,6902.723,6902.723,1290.731,True,11044.356,True,8283.267,6296.32,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 09:00:00,11125.307,33.79,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6497.92,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 10:00:00,11300.449,49.63,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6078.02,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 11:00:00,10603.592,65.46,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,5705.34,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 12:00:00,10336.59,81.29,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6001.35,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 13:00:00,9480.312,95.0,41416.336,6902.723,6902.723,5975.293,True,11044.356,True,8283.267,6321.74,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 17:00:00,13012.259,77.46,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,6199.55,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 18:00:00,13503.162,59.91,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12244.8,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 19:00:00,13102.355,42.37,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12381.56,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 20:00:00,12728.983,24.82,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12287.2,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 21:00:00,12190.701,15.0,41416.336,6902.723,6902.723,-3865.525,True,11044.356,True,8283.267,12419.19,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-20 22:00:00,11110.019,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5365.5,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 07:00:00,11568.5,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,5473.91,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 08:00:00,12925.774,15.0,41416.336,6902.723,6902.723,-0.0,True,11044.356,True,8283.267,6164.58,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 09:00:00,12010.607,30.83,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6262.95,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 10:00:00,11107.29,46.49,41416.336,6902.723,6902.723,6826.006,True,11044.356,True,8283.267,6044.72,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 11:00:00,9937.91,62.32,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,5991.74,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 12:00:00,10699.685,78.16,41416.336,6902.723,6902.723,6902.723,True,11044.356,False,8283.267,6407.22,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 13:00:00,9791.622,93.99,41416.336,6902.723,6902.723,6902.723,True,11044.356,True,8283.267,6138.92,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 14:00:00,10049.249,95.0,41416.336,6902.723,6902.723,440.018,False,11044.356,False,8283.267,6244.88,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 15:00:00,10369.327,95.0,41416.336,6902.723,6902.723,0.0,True,11044.356,True,8283.267,6122.27,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 16:00:00,11470.917,85.25,41416.336,6902.723,6902.723,-3837.151,True,11044.356,True,8283.267,5994.43,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 17:00:00,13250.171,67.7,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,6101.98,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 18:00:00,13712.602,50.16,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12458.48,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 19:00:00,13826.96,32.62,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,12299.94,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 20:00:00,12717.897,15.07,41416.336,6902.723,6902.723,-6902.723,True,11044.356,True,8283.267,11891.93,14000.0,700.0,Synthetic simulation
4135001,Plant_1,2020-05-21 21:00:00,11092.783,15.0,41416.336,6902.723,6902.723,-28.374,True,11044.356,True,8283.267,12161.26,14000.0,700.0,Synthetic simulation
