plant_id,plant_label,timestamp_hour,generation_ac_kw,ambient_temperature_c,module_temperature_c,irradiation,plant_peak_reference_kw
4135001,Plant_1,2020-05-17 15:00:00,15370.11026785,34.9891744095,49.2129531202,0.5185228104,27610.891
4135001,Plant_1,2020-05-17 16:00:00,10250.1885417,31.174709831,38.863347656,0.3352452848,27610.891
4135001,Plant_1,2020-05-17 17:00:00,3198.65133921,27.8445087345,30.2432155405,0.1035678747,27610.891
4135001,Plant_1,2020-05-17 18:00:00,238.1571428575,26.1570027,25.3630747833,0.0087076141,27610.891
4135001,Plant_1,2020-05-17 19:00:00,0.0,25.8921550929,24.0759726512,0.0,27610.891
4135001,Plant_1,2020-05-17 20:00:00,0.0,25.4372325,24.01870325,0.0,27610.891
4135001,Plant_1,2020-05-17 21:00:00,0.0,22.6721751893,21.6163230488,0.0,27610.891
4135001,Plant_1,2020-05-17 22:00:00,0.0,21.2821711833,20.5714665,0.0,27610.891
4135001,Plant_1,2020-05-17 23:00:00,0.0,21.2299093881,20.6053971452,0.0,27610.891
4135001,Plant_1,2020-05-18 00:00:00,0.0,21.1191131667,20.5349960167,0.0,27610.891
4135001,Plant_1,2020-05-18 01:00:00,0.0,21.0178263,20.4090697833,0.0,27610.891
4135001,Plant_1,2020-05-18 02:00:00,0.0,21.0796079524,20.2603280833,0.0,27610.891
4135001,Plant_1,2020-05-18 03:00:00,0.0,21.3422485333,20.7653722333,0.0,27610.891
4135001,Plant_1,2020-05-18 04:00:00,0.0,21.1613033571,20.1203188012,0.0,27610.891
4135001,Plant_1,2020-05-18 05:00:00,0.0,21.14692245,19.9577596167,0.0001299914,27610.891
4135001,Plant_1,2020-05-18 06:00:00,1253.0294643198,21.5057032714,21.2067930429,0.0428668353,27610.891
4135001,Plant_1,2020-05-18 07:00:00,5165.076785775,22.4597504167,26.4702310833,0.167114631,27610.891
4135001,Plant_1,2020-05-18 08:00:00,3438.975892875,23.406023175,26.8994115333,0.1038600854,27610.891
4135001,Plant_1,2020-05-18 09:00:00,3503.555803525,23.7571828167,27.2989043667,0.1053797832,27610.891
4135001,Plant_1,2020-05-18 10:00:00,6910.933928575,24.011124906,28.9631294155,0.2095848743,27610.891
4135001,Plant_1,2020-05-18 11:00:00,13432.91875005,25.1260564167,38.4072612,0.4215008802,27610.891
4135001,Plant_1,2020-05-18 12:00:00,17865.01026785,26.4475209833,44.38732865,0.577475432,27610.891
4135001,Plant_1,2020-05-18 13:00:00,22601.800892875,27.3438204202,47.824860244,0.7671310242,27610.891
4135001,Plant_1,2020-05-18 14:00:00,14792.533482025,27.6732732,43.68171495,0.489958343,27610.891
4135001,Plant_1,2020-05-18 15:00:00,16316.691964325,27.4751327881,42.9122439786,0.531226582,27610.891
4135001,Plant_1,2020-05-18 16:00:00,9050.29107145,27.3956609,36.4482479667,0.2915399288,27610.891
4135001,Plant_1,2020-05-18 17:00:00,3096.951339275,26.212608056,28.5939540726,0.0971989755,27610.891
4135001,Plant_1,2020-05-18 18:00:00,314.657589285,24.8997879833,24.1998092833,0.0116539051,27610.891
4135001,Plant_1,2020-05-18 19:00:00,0.0,24.4796086667,23.0768951333,0.0,27610.891
4135001,Plant_1,2020-05-18 20:00:00,0.0,24.1142834917,22.0527947845,0.0,27610.891
4135001,Plant_1,2020-05-18 21:00:00,0.0,23.5769714333,21.43699545,0.0,27610.891
4135001,Plant_1,2020-05-18 22:00:00,0.0,22.9170393524,20.783325619,0.0,27610.891
4135001,Plant_1,2020-05-18 23:00:00,0.0,22.7539302,20.8525065,0.0,27610.891
4135001,Plant_1,2020-05-19 00:00:00,0.0,22.5698118024,20.5281610262,0.0,27610.891
4135001,Plant_1,2020-05-19 01:00:00,0.0,22.6289861167,20.6590668833,0.0,27610.891
4135001,Plant_1,2020-05-19 02:00:00,0.0,22.8452466631,20.7956302964,0.0,27610.891
4135001,Plant_1,2020-05-19 03:00:00,0.0,23.0182007167,20.81359565,0.0,27610.891
4135001,Plant_1,2020-05-19 04:00:00,0.0,23.1906292798,20.8724773536,0.0,27610.891
4135001,Plant_1,2020-05-19 05:00:00,0.0,23.25859425,21.1526632,7.95795e-05,27610.891
4135001,Plant_1,2020-05-19 06:00:00,530.8812500062,23.4102243869,22.4452589405,0.0183532975,27610.891
4135001,Plant_1,2020-05-19 07:00:00,5957.144196475,24.5985199833,28.1744644333,0.1958224254,27610.891
4135001,Plant_1,2020-05-19 08:00:00,6887.954910725,25.4437253488,32.419492394,0.2241517361,27610.891
4135001,Plant_1,2020-05-19 09:00:00,14587.594642825,26.8648645667,42.0914713167,0.4959170547,27610.891
4135001,Plant_1,2020-05-19 10:00:00,15944.082589275,27.7562102833,43.6147040262,0.5493137353,27610.891
4135001,Plant_1,2020-05-19 11:00:00,15517.6617061667,28.2532672278,45.4748649306,0.531954719,27610.891
4135001,Plant_1,2020-05-19 12:00:00,22905.2583333,29.7980505333,50.2430749,0.787080141,27610.891
4135001,Plant_1,2020-05-19 13:00:00,18939.955803625,29.9006709667,48.4894446,0.6253125728,27610.891
4135001,Plant_1,2020-05-19 14:00:00,20651.58035695,30.172773156,49.7761358,0.6901497009,27610.891
4135001,Plant_1,2020-05-19 15:00:00,13673.59910715,29.9507298667,42.92621055,0.4474687417,27610.891
4135001,Plant_1,2020-05-19 16:00:00,10035.907142875,29.6780183345,39.5099161083,0.3611488085,27610.891
4135001,Plant_1,2020-05-19 17:00:00,2762.6129464225,28.36381425,31.20082445,0.1105116369,27610.891
4135001,Plant_1,2020-05-19 18:00:00,0.434375,23.3162631405,22.2430573179,0.0004799743,27610.891
4135001,Plant_1,2020-05-19 19:00:00,0.0,22.4995595833,20.5597045667,0.0,27610.891
4135001,Plant_1,2020-05-19 20:00:00,0.0,23.1300257167,20.5031824833,0.0,27610.891
4135001,Plant_1,2020-05-19 21:00:00,0.0,23.9481107702,21.3875682893,0.0,27610.891
4135001,Plant_1,2020-05-19 22:00:00,0.0,23.5815637833,21.29115095,0.0,27610.891
4135001,Plant_1,2020-05-19 23:00:00,0.0,22.8934692536,20.428184469,0.0,27610.891
4135001,Plant_1,2020-05-20 00:00:00,0.0,22.2900502667,20.1112838667,0.0,27610.891
4135001,Plant_1,2020-05-20 01:00:00,0.0,22.161183444,19.8874778131,0.0,27610.891
4135001,Plant_1,2020-05-20 02:00:00,0.0,22.0113784833,19.4638080667,0.0,27610.891
4135001,Plant_1,2020-05-20 03:00:00,0.0,22.0123192476,19.4524361869,0.0,27610.891
4135001,Plant_1,2020-05-20 04:00:00,0.0,22.1222560333,19.4709178,0.0,27610.891
4135001,Plant_1,2020-05-20 05:00:00,0.0,21.8465567988,18.9079210726,3.6842e-06,27610.891
4135001,Plant_1,2020-05-20 06:00:00,1177.1825893015,21.8026200333,19.76662095,0.0408867548,27610.891
4135001,Plant_1,2020-05-20 07:00:00,6402.7839286,23.1977753571,25.1849951345,0.2300397984,27610.891
4135001,Plant_1,2020-05-20 08:00:00,13415.479464375,25.34270525,36.6451619667,0.459335667,27610.891
4135001,Plant_1,2020-05-20 09:00:00,18595.89732145,27.109471469,44.0074501952,0.6307187538,27610.891
4135001,Plant_1,2020-05-20 10:00:00,23186.894196525,28.52478485,50.1394764833,0.7963303183,27610.891
4135001,Plant_1,2020-05-20 11:00:00,25946.05267875,29.7821756333,54.1936122167,0.9001110032,27610.891
4135001,Plant_1,2020-05-20 12:00:00,27325.8986605,31.0230286869,58.3879270107,0.9690397647,27610.891
4135001,Plant_1,2020-05-20 13:00:00,25460.979226,31.4594384424,56.5548840576,0.9001322505,27610.891
4135001,Plant_1,2020-05-20 14:00:00,20010.861428425,30.882159486,50.2828177432,0.7061112686,27610.891
4135001,Plant_1,2020-05-20 15:00:00,14560.74363085,30.3048805295,44.0107514288,0.5120902868,27610.891
4135001,Plant_1,2020-05-20 16:00:00,9110.625833275,29.7276015731,37.7386851144,0.318069305,27610.891
4135001,Plant_1,2020-05-20 17:00:00,3660.5080357,29.1503226167,31.4666188,0.1240483232,27610.891
4135001,Plant_1,2020-05-20 18:00:00,660.2093750015,27.7785798964,26.9255240274,0.0228295251,27610.891
4135001,Plant_1,2020-05-20 19:00:00,0.0,26.2339105333,23.54950665,0.0,27610.891
4135001,Plant_1,2020-05-20 20:00:00,0.0,25.3948888167,22.4679245667,0.0,27610.891
4135001,Plant_1,2020-05-20 21:00:00,0.0,24.7341610012,21.8743384155,0.0,27610.891
4135001,Plant_1,2020-05-20 22:00:00,0.0,24.190252906,21.4432442333,0.0,27610.891
4135001,Plant_1,2020-05-20 23:00:00,832.7666666667,24.1169529871,22.4387996114,0.0358217832,27610.891
4135001,Plant_1,2020-05-21 00:00:00,1665.5333333333,24.0436530683,23.4343549896,0.0716435665,27610.891
4135001,Plant_1,2020-05-21 01:00:00,2498.3,23.9703531494,24.4299103677,0.1074653497,27610.891
4135001,Plant_1,2020-05-21 02:00:00,3331.0666666667,23.8970532306,25.4254657458,0.1432871329,27610.891
4135001,Plant_1,2020-05-21 03:00:00,4163.8333333333,23.8237533117,26.4210211239,0.1791089162,27610.891
4135001,Plant_1,2020-05-21 04:00:00,4996.6,23.7504533929,27.416576502,0.2149306994,27610.891
4135001,Plant_1,2020-05-21 05:00:00,4996.6,23.7504533929,27.416576502,0.2149306994,27610.891
4135001,Plant_1,2020-05-21 06:00:00,4996.6,23.7504533929,27.416576502,0.2149306994,27610.891
4135001,Plant_1,2020-05-21 07:00:00,7494.9,23.5305536364,30.4032426364,0.3223960491,27610.891
4135001,Plant_1,2020-05-21 08:00:00,12920.261517925,24.7394673667,37.7021600667,0.4432564267,27610.891
4135001,Plant_1,2020-05-21 09:00:00,19776.097767825,27.0477646738,48.8709105536,0.7028915417,27610.891
4135001,Plant_1,2020-05-21 10:00:00,17933.296249625,28.462233,50.9649820833,0.6937580927,27610.891
4135001,Plant_1,2020-05-21 11:00:00,25497.74330315,29.8570554071,57.8106941083,0.9209442712,27610.891
4135001,Plant_1,2020-05-21 12:00:00,21382.785714625,30.7238358333,54.7084234833,0.776878259,27610.891
4135001,Plant_1,2020-05-21 13:00:00,23835.03464285,31.5390387393,55.8817928012,0.8500099466,27610.891
4135001,Plant_1,2020-05-21 14:00:00,18067.86830385,31.86687515,50.3283804,0.6115290695,27610.891
4135001,Plant_1,2020-05-21 15:00:00,15037.573958425,32.1212701071,47.7096035655,0.508667695,27610.891
4135001,Plant_1,2020-05-21 16:00:00,7633.7669643,30.9453267667,37.8493565333,0.2450269709,27610.891
4135001,Plant_1,2020-05-21 17:00:00,1519.7816964325,29.2836775833,29.5079035702,0.0472548501,27610.891
4135001,Plant_1,2020-05-21 18:00:00,207.67723214,27.5498901167,26.0536448,0.0082264503,27610.891
4135001,Plant_1,2020-05-21 19:00:00,0.0,26.2735619762,24.0269442179,0.0,27610.891
4135001,Plant_1,2020-05-21 20:00:00,0.0,25.228687,22.96982275,0.0,27610.891
4135001,Plant_1,2020-05-21 21:00:00,0.0,24.483799056,22.1593429214,0.0,27610.891
4135001,Plant_1,2020-05-21 22:00:00,0.0,24.1385096667,21.5879242167,0.0,27610.891
4135001,Plant_1,2020-05-21 23:00:00,0.0,23.912437194,21.1954947631,0.0,27610.891
4135001,Plant_1,2020-05-22 00:00:00,0.0,23.62829435,21.2160415333,0.0,27610.891
4135001,Plant_1,2020-05-22 01:00:00,0.0,23.5072525833,22.0996177119,0.0,27610.891
4135001,Plant_1,2020-05-22 02:00:00,0.0,23.4293515988,22.3143999262,0.0,27610.891
4135001,Plant_1,2020-05-22 03:00:00,0.0,23.1170654167,21.4549265,0.0,27610.891
4135001,Plant_1,2020-05-22 04:00:00,0.0,22.9720634976,21.3842095786,0.0,27610.891
4135001,Plant_1,2020-05-22 05:00:00,0.0,22.8479095,21.3991913167,0.0002668268,27610.891
4135001,Plant_1,2020-05-22 06:00:00,1534.4258928975,23.0956053607,22.6363856393,0.0519438159,27610.891
4135001,Plant_1,2020-05-22 07:00:00,7574.01517855,24.11722005,29.6934507833,0.272833016,27610.891
4135001,Plant_1,2020-05-22 08:00:00,8745.7433035,25.2029644476,34.492041144,0.301745012,27610.891
4135001,Plant_1,2020-05-22 09:00:00,12165.643125025,26.6157024,38.0981985333,0.3933977092,27610.891
4135001,Plant_1,2020-05-22 10:00:00,16376.926339225,27.9216723226,43.1179505452,0.5765076142,27610.891
4135001,Plant_1,2020-05-22 11:00:00,22024.643392375,29.5248616667,51.96473235,0.8021581257,27610.891
4135001,Plant_1,2020-05-22 12:00:00,23474.306250125,30.9770010952,57.6078620738,0.8808289984,27610.891
4135001,Plant_1,2020-05-22 13:00:00,22485.00074445,31.6772668833,56.1729512,0.787116728,27610.891
4135001,Plant_1,2020-05-22 14:00:00,21292.280356625,32.2866468357,54.6835320881,0.7392159659,27610.891
4135001,Plant_1,2020-05-22 15:00:00,13405.663392925,32.4747415083,48.4120683512,0.4652432358,27610.891
4135001,Plant_1,2020-05-22 16:00:00,5463.324553625,30.5371908,36.1724867667,0.1776749915,27610.891
4135001,Plant_1,2020-05-22 17:00:00,2206.550000045,29.1999069786,30.771112019,0.0724919406,27610.891
4135001,Plant_1,2020-05-22 18:00:00,209.0044642883,28.1476882167,27.0594401167,0.0083566465,27610.891
4135001,Plant_1,2020-05-22 19:00:00,0.0,27.2561233667,25.6424922167,0.0,27610.891
4135001,Plant_1,2020-05-22 20:00:00,0.0,26.6997915048,24.9996750643,0.0,27610.891
4135001,Plant_1,2020-05-22 21:00:00,0.0,26.03650515,25.0426274333,0.0,27610.891
4135001,Plant_1,2020-05-22 22:00:00,0.0,23.5748942536,22.6210677167,0.0,27610.891
4135001,Plant_1,2020-05-22 23:00:00,0.0,21.79315135,20.4367803,0.0,27610.891
4135001,Plant_1,2020-05-23 00:00:00,0.0,21.6559952333,20.534167669,0.0,27610.891
4135001,Plant_1,2020-05-23 01:00:00,0.0,21.5331914167,20.3734343833,0.0,27610.891
4135001,Plant_1,2020-05-23 02:00:00,0.0,21.8135074762,20.5416931405,0.0,27610.891
4135001,Plant_1,2020-05-23 03:00:00,0.0,21.9439010167,20.7404265833,0.0,27610.891
4135001,Plant_1,2020-05-23 04:00:00,0.0,22.0732654833,21.1182096095,0.0,27610.891
4135001,Plant_1,2020-05-23 05:00:00,0.0,21.9200867333,21.0128092667,0.0,27610.891
4135001,Plant_1,2020-05-23 06:00:00,1419.49333332,22.3446299167,22.0866624167,0.0454442842,27610.891
4135001,Plant_1,2020-05-23 07:00:00,5404.625446525,22.9664735964,26.6942345202,0.178616706,27610.891
4135001,Plant_1,2020-05-23 08:00:00,14317.512500025,25.1948899333,39.68144375,0.4944355265,27610.891
4135001,Plant_1,2020-05-23 09:00:00,18474.21607135,27.3683900417,46.0741499964,0.6512008898,27610.891
4135001,Plant_1,2020-05-23 10:00:00,19569.261160825,28.2059147667,48.53599695,0.6851064512,27610.891
4135001,Plant_1,2020-05-23 11:00:00,26037.875892625,29.7113079155,57.3575197143,0.9394699099,27610.891
4135001,Plant_1,2020-05-23 12:00:00,25121.8383922,31.0289525333,61.4920767167,0.9243867435,27610.891
4135001,Plant_1,2020-05-23 13:00:00,25208.1526785,32.1411189333,58.8261042667,0.9026499993,27610.891
4135001,Plant_1,2020-05-23 14:00:00,17793.86473235,32.773957681,53.2906561798,0.6069630439,27610.891
4135001,Plant_1,2020-05-23 15:00:00,16103.974107125,32.9236709833,47.9977376,0.5139724243,27610.891
4135001,Plant_1,2020-05-23 16:00:00,11821.058482225,32.5340877845,45.2155134452,0.4057750892,27610.891
4135001,Plant_1,2020-05-23 17:00:00,5242.64999995,30.4693801167,34.9162023333,0.1779255627,27610.891
4135001,Plant_1,2020-05-23 18:00:00,1021.1691964472,28.7808112833,29.0618039202,0.0347994795,27610.891
4135001,Plant_1,2020-05-23 19:00:00,0.0,27.4851546667,25.8095931667,0.0,27610.891
4135001,Plant_1,2020-05-23 20:00:00,0.0,26.6472211667,24.9258557917,0.0,27610.891
4135001,Plant_1,2020-05-23 21:00:00,0.0,26.1265367556,23.9688158,0.0,27610.891
4135001,Plant_1,2020-05-23 22:00:00,0.0,25.5640054,23.3163314333,0.0,27610.891
4135001,Plant_1,2020-05-23 23:00:00,0.0,24.9400958738,22.5380893226,0.0,27610.891
4135001,Plant_1,2020-05-24 00:00:00,0.0,24.4526480583,21.8390498762,0.0,27610.891
4135001,Plant_1,2020-05-24 01:00:00,0.0,24.30246935,22.1707253607,0.0,27610.891
4135001,Plant_1,2020-05-24 02:00:00,0.0,24.41916505,22.3454177167,0.0,27610.891
4135001,Plant_1,2020-05-24 03:00:00,0.0,23.9801405905,21.3520992321,0.0,27610.891
4135001,Plant_1,2020-05-24 04:00:00,0.0,23.8138509,21.2402074167,0.0,27610.891
4135001,Plant_1,2020-05-24 05:00:00,0.0,23.4198229798,20.3312883583,0.0001549801,27610.891
4135001,Plant_1,2020-05-24 06:00:00,1304.501785728,23.54794005,21.6826737,0.0443313686,27610.891
4135001,Plant_1,2020-05-24 07:00:00,6160.5107142,25.146316044,29.4911296905,0.2370869136,27610.891
4135001,Plant_1,2020-05-24 08:00:00,11964.18437495,26.4963424667,37.10426285,0.4083468753,27610.891
4135001,Plant_1,2020-05-24 09:00:00,15553.22142865,27.5716602452,42.0894177786,0.5164013112,27610.891
4135001,Plant_1,2020-05-24 10:00:00,19757.70089295,28.8105489,46.6370147167,0.6915071745,27610.891
4135001,Plant_1,2020-05-24 11:00:00,24207.755803725,30.4486718179,56.7506897679,0.8648312351,27610.891
4135001,Plant_1,2020-05-24 12:00:00,25845.58482125,31.7383192667,60.1073163333,0.958445879,27610.891
4135001,Plant_1,2020-05-24 13:00:00,24292.331249825,32.9448343393,60.4515506393,0.8748722549,27610.891
4135001,Plant_1,2020-05-24 14:00:00,20013.441517975,33.60884705,56.5110630833,0.7526318097,27610.891
4135001,Plant_1,2020-05-24 15:00:00,11661.825,33.4050837012,48.1155620774,0.4036103931,27610.891
4135001,Plant_1,2020-05-24 16:00:00,8487.37455355,32.88356115,40.0848037667,0.2807443915,27610.891
4135001,Plant_1,2020-05-24 17:00:00,5102.26249995,32.1673353417,36.5694677119,0.180042625,27610.891
4135001,Plant_1,2020-05-24 18:00:00,603.75803571,29.9501348,28.7402272667,0.0212878471,27610.891
4135001,Plant_1,2020-05-24 19:00:00,0.0,28.2469109393,26.2788244429,0.0,27610.891
4135001,Plant_1,2020-05-24 20:00:00,0.0,27.0846170833,25.64338745,0.0,27610.891
4135001,Plant_1,2020-05-24 21:00:00,0.0,25.7907097048,23.7883533286,0.0,27610.891
4135001,Plant_1,2020-05-24 22:00:00,0.0,24.6648448167,23.2144128833,0.0,27610.891
4135001,Plant_1,2020-05-24 23:00:00,0.0,24.1080156702,22.9461201393,0.0,27610.891
4135001,Plant_1,2020-05-25 00:00:00,0.0,23.6795359833,22.61647295,0.0,27610.891
4135001,Plant_1,2020-05-25 01:00:00,0.0,23.7938606583,22.6307341952,0.0,27610.891
4135001,Plant_1,2020-05-25 02:00:00,0.0,23.6733932167,22.5147450333,0.0,27610.891
4135001,Plant_1,2020-05-25 03:00:00,0.0,23.5481978524,22.2666956393,0.0,27610.891
4135001,Plant_1,2020-05-25 04:00:00,0.0,23.4336532667,22.1462702667,0.0,27610.891
4135001,Plant_1,2020-05-25 05:00:00,0.0,23.2021368,21.2574483111,0.0,27610.891
4135001,Plant_1,2020-05-25 06:00:00,1232.5553571225,23.1872740104,21.829703398,0.0453106668,27610.891
4135001,Plant_1,2020-05-25 07:00:00,5681.523660675,24.1367507833,26.8850458167,0.2091141298,27610.891
4135001,Plant_1,2020-05-25 08:00:00,12655.096875025,25.4354206095,37.5815226274,0.437103614,27610.891
4135001,Plant_1,2020-05-25 09:00:00,19789.4129465,27.8524210167,48.5919001833,0.6916181107,27610.891
4135001,Plant_1,2020-05-25 10:00:00,23527.5549109,29.3279185714,54.9131844786,0.8477704574,27610.891
4135001,Plant_1,2020-05-25 11:00:00,26121.4129465,30.9918355333,59.55268805,0.937201793,27610.891
4135001,Plant_1,2020-05-25 12:00:00,26869.81517925,32.0727524583,59.16123945,0.9656088658,27610.891
4135001,Plant_1,2020-05-25 13:00:00,25356.0965775,33.2393469476,60.1534758214,0.9008903854,27610.891
4135001,Plant_1,2020-05-25 14:00:00,22260.9071423,33.6791273619,57.4091947738,0.791017829,27610.891
4135001,Plant_1,2020-05-25 15:00:00,19038.2294644,34.3807693333,53.3124740667,0.6416658787,27610.891
4135001,Plant_1,2020-05-25 16:00:00,8237.63303565,33.8930327202,42.9985183369,0.2697621425,27610.891
4135001,Plant_1,2020-05-25 17:00:00,1756.8915178525,32.0543456667,32.1199223167,0.0575928574,27610.891
4135001,Plant_1,2020-05-25 18:00:00,366.9107142912,28.3045313667,26.8864552833,0.0132077758,27610.891
4135001,Plant_1,2020-05-25 19:00:00,0.0,26.5793354714,24.0939082226,0.0,27610.891
4135001,Plant_1,2020-05-25 20:00:00,0.0,26.2325871333,23.6926289833,0.0,27610.891
4135001,Plant_1,2020-05-25 21:00:00,0.0,25.4463678512,24.726612794,0.0,27610.891
