plant_id,plant_label,timestamp_hour,generation_ac_kw,generation_dc_kw,ambient_temperature_c,module_temperature_c,irradiation,plant_peak_reference_kw,capacity_factor,hour_sin,hour_cos
4135001,Plant_1,2020-05-15 22:00:00,0.0000000000,0.0000000000,22.1332411905,20.8825043821,0.0000000000,27610.8910000000,0.0000000000,-0.5000000000,0.8660254038
4135001,Plant_1,2020-05-15 23:00:00,0.0000000000,0.0000000000,22.2360183077,21.2413165385,0.0000000000,27610.8910000000,0.0000000000,-0.2588190451,0.9659258263
4135001,Plant_1,2020-05-16 00:00:00,0.0000000000,0.0000000000,22.0221177829,20.7616201534,0.0000000000,27610.8910000000,0.0000000000,0.0000000000,1.0000000000
4135001,Plant_1,2020-05-16 01:00:00,0.0000000000,0.0000000000,21.8082172581,20.2819237684,0.0000000000,27610.8910000000,0.0000000000,0.2588190451,0.9659258263
4135001,Plant_1,2020-05-16 02:00:00,0.0000000000,0.0000000000,21.5943167333,19.8022273833,0.0000000000,27610.8910000000,0.0000000000,0.5000000000,0.8660254038
4135001,Plant_1,2020-05-16 03:00:00,0.0000000000,0.0000000000,21.7079533667,20.2587860333,0.0000000000,27610.8910000000,0.0000000000,0.7071067812,0.7071067812
4135001,Plant_1,2020-05-16 04:00:00,0.0000000000,0.0000000000,21.9285497560,20.7622478405,0.0000000000,27610.8910000000,0.0000000000,0.8660254038,0.5000000000
4135001,Plant_1,2020-05-16 05:00:00,0.0000000000,0.0000000000,21.9089015000,20.6145640500,0.0000367924,27610.8910000000,0.0000000000,0.9659258263,0.2588190451
4135001,Plant_1,2020-05-16 06:00:00,1187.8999999728,12243.7946423825,21.9772855750,21.0180624012,0.0396560770,27610.8910000000,0.0430228782,1.0000000000,0.0000000000
4135001,Plant_1,2020-05-16 07:00:00,5082.6714285500,51823.1428570000,22.8672145845,25.2397248679,0.1662284376,27610.8910000000,0.1840821228,0.9659258263,-0.2588190451
4135001,Plant_1,2020-05-16 08:00:00,11535.7008928500,117655.1383935000,24.8106129667,34.8246765167,0.3835834597,27610.8910000000,0.4177953146,0.8660254038,-0.5000000000
4135001,Plant_1,2020-05-16 09:00:00,13702.2366071750,139872.2723210000,26.4802669333,39.9388255667,0.4604658103,27610.8910000000,0.4962620224,0.7071067812,-0.7071067812
4135001,Plant_1,2020-05-16 10:00:00,17335.0156249500,177144.1785730000,28.1519703881,47.4145014833,0.5527850173,27610.8910000000,0.6278325326,0.5000000000,-0.8660254038
4135001,Plant_1,2020-05-16 11:00:00,17061.4906249500,174324.1562512500,29.5141286500,47.7105172667,0.5584641587,27610.8910000000,0.6179261156,0.2588190451,-0.9659258263
4135001,Plant_1,2020-05-16 12:00:00,20465.7477674750,209359.4866070000,30.6435685452,50.8623542976,0.6954473705,27610.8910000000,0.7412201137,0.0000000000,-1.0000000000
4135001,Plant_1,2020-05-16 13:00:00,18734.0080360000,191531.3482157500,31.4900843833,50.4882218500,0.6139163518,27610.8910000000,0.6785006698,-0.2588190451,-0.9659258263
4135001,Plant_1,2020-05-16 14:00:00,15922.5267856750,162633.8437507500,32.0017147202,47.2407173869,0.5202818691,27610.8910000000,0.5766755874,-0.5000000000,-0.8660254038
4135001,Plant_1,2020-05-16 15:00:00,11875.8214286250,121146.9062502500,32.3481115167,43.6488195333,0.3836832742,27610.8910000000,0.4301136616,-0.7071067812,-0.7071067812
4135001,Plant_1,2020-05-16 16:00:00,5959.4910714250,60720.3526790000,31.9458553095,36.1417754012,0.1863190571,27610.8910000000,0.2158384194,-0.8660254038,-0.5000000000
4135001,Plant_1,2020-05-16 17:00:00,2952.0566964275,30230.6071433500,31.4091623500,32.0522460167,0.0932087214,27610.8910000000,0.1069163866,-0.9659258263,-0.2588190451
4135001,Plant_1,2020-05-16 18:00:00,275.2883928625,2849.1517856250,29.3797393500,26.6784448833,0.0088461486,27610.8910000000,0.0099702828,-1.0000000000,-0.0000000000
4135001,Plant_1,2020-05-16 19:00:00,0.0000000000,0.0000000000,27.7738435798,25.1737108357,0.0000000000,27610.8910000000,0.0000000000,-0.9659258263,0.2588190451
4135001,Plant_1,2020-05-16 20:00:00,0.0000000000,0.0000000000,26.6097525476,24.0066163857,0.0000000000,27610.8910000000,0.0000000000,-0.8660254038,0.5000000000
4135001,Plant_1,2020-05-16 21:00:00,0.0000000000,0.0000000000,25.5087884667,22.8389531833,0.0000000000,27610.8910000000,0.0000000000,-0.7071067812,0.7071067812
4135001,Plant_1,2020-05-16 22:00:00,0.0000000000,0.0000000000,24.7496326976,22.0997028048,0.0000000000,27610.8910000000,0.0000000000,-0.5000000000,0.8660254038
4135001,Plant_1,2020-05-16 23:00:00,0.0000000000,0.0000000000,24.3703902833,22.0790273000,0.0000000000,27610.8910000000,0.0000000000,-0.2588190451,0.9659258263
4135001,Plant_1,2020-05-17 00:00:00,0.0000000000,0.0000000000,24.0033637000,21.5709099440,0.0000000000,27610.8910000000,0.0000000000,0.0000000000,1.0000000000
4135001,Plant_1,2020-05-17 01:00:00,0.0000000000,0.0000000000,23.7739834844,21.6131453094,0.0000000000,27610.8910000000,0.0000000000,0.2588190451,0.9659258263
4135001,Plant_1,2020-05-17 02:00:00,0.0000000000,0.0000000000,23.4092645155,21.3331840274,0.0000000000,27610.8910000000,0.0000000000,0.5000000000,0.8660254038
4135001,Plant_1,2020-05-17 03:00:00,0.0000000000,0.0000000000,23.1062479500,21.1627222833,0.0000000000,27610.8910000000,0.0000000000,0.7071067812,0.7071067812
4135001,Plant_1,2020-05-17 04:00:00,0.0000000000,0.0000000000,22.8250529167,20.9676645833,0.0000000000,27610.8910000000,0.0000000000,0.8660254038,0.5000000000
4135001,Plant_1,2020-05-17 05:00:00,0.0000000000,0.0000000000,22.5694000345,21.0143464369,0.0000833637,27610.8910000000,0.0000000000,0.9659258263,0.2588190451
4135001,Plant_1,2020-05-17 06:00:00,777.2196428650,8020.1919642500,22.7805420500,21.8984640000,0.0298049556,27610.8910000000,0.0281490243,1.0000000000,0.0000000000
4135001,Plant_1,2020-05-17 07:00:00,5937.7482143500,60543.3660715000,23.7859565190,27.0360070417,0.2119541749,27610.8910000000,0.2150509455,0.9659258263,-0.2588190451
4135001,Plant_1,2020-05-17 08:00:00,12564.4558036000,128218.3749997500,25.9714309167,39.3082666167,0.4352599150,27610.8910000000,0.4550543408,0.8660254038,-0.5000000000
4135001,Plant_1,2020-05-17 09:00:00,17692.6647323500,180816.8169652500,28.3759635048,47.5348587619,0.6042784055,27610.8910000000,0.6407857223,0.7071067812,-0.7071067812
4135001,Plant_1,2020-05-17 10:00:00,22159.2214291250,226837.5714297500,30.3359568500,51.7966619667,0.7530183227,27610.8910000000,0.8025536528,0.5000000000,-0.8660254038
4135001,Plant_1,2020-05-17 11:00:00,25013.1645828750,256402.0535690000,31.8854151345,60.1113761095,0.9144147962,27610.8910000000,0.9059166031,0.2588190451,-0.9659258263
4135001,Plant_1,2020-05-17 12:00:00,20181.8700890500,206562.3794647500,33.0597604167,56.0419613000,0.7314588040,27610.8910000000,0.7309387477,0.0000000000,-1.0000000000
4135001,Plant_1,2020-05-17 13:00:00,16702.2776783250,170837.4598212500,33.6800195607,50.8790185190,0.5605612116,27610.8910000000,0.6049162875,-0.2588190451,-0.9659258263
4135001,Plant_1,2020-05-17 14:00:00,15158.1178571000,154940.3839270000,34.2400504333,48.9314016333,0.5259670067,27610.8910000000,0.5489905363,-0.5000000000,-0.8660254038
4135001,Plant_1,2020-05-17 15:00:00,15370.1102678500,157003.9419630000,34.9891744095,49.2129531202,0.5185228104,27610.8910000000,0.5566683910,-0.7071067812,-0.7071067812
4135001,Plant_1,2020-05-17 16:00:00,10250.1885417000,104515.5431552500,31.1747098310,38.8633476560,0.3352452848,27610.8910000000,0.3712371521,-0.8660254038,-0.5000000000
4135001,Plant_1,2020-05-17 17:00:00,3198.6513392100,32734.8125006250,27.8445087345,30.2432155405,0.1035678747,27610.8910000000,0.1158474509,-0.9659258263,-0.2588190451
4135001,Plant_1,2020-05-17 18:00:00,238.1571428575,2465.7410714500,26.1570027000,25.3630747833,0.0087076141,27610.8910000000,0.0086254784,-1.0000000000,-0.0000000000
4135001,Plant_1,2020-05-17 19:00:00,0.0000000000,0.0000000000,25.8921550929,24.0759726512,0.0000000000,27610.8910000000,0.0000000000,-0.9659258263,0.2588190451
4135001,Plant_1,2020-05-17 20:00:00,0.0000000000,0.0000000000,25.4372325000,24.0187032500,0.0000000000,27610.8910000000,0.0000000000,-0.8660254038,0.5000000000
4135001,Plant_1,2020-05-17 21:00:00,0.0000000000,0.0000000000,22.6721751893,21.6163230488,0.0000000000,27610.8910000000,0.0000000000,-0.7071067812,0.7071067812
4135001,Plant_1,2020-05-17 22:00:00,0.0000000000,0.0000000000,21.2821711833,20.5714665000,0.0000000000,27610.8910000000,0.0000000000,-0.5000000000,0.8660254038
4135001,Plant_1,2020-05-17 23:00:00,0.0000000000,0.0000000000,21.2299093881,20.6053971452,0.0000000000,27610.8910000000,0.0000000000,-0.2588190451,0.9659258263
4135001,Plant_1,2020-05-18 00:00:00,0.0000000000,0.0000000000,21.1191131667,20.5349960167,0.0000000000,27610.8910000000,0.0000000000,0.0000000000,1.0000000000
4135001,Plant_1,2020-05-18 01:00:00,0.0000000000,0.0000000000,21.0178263000,20.4090697833,0.0000000000,27610.8910000000,0.0000000000,0.2588190451,0.9659258263
4135001,Plant_1,2020-05-18 02:00:00,0.0000000000,0.0000000000,21.0796079524,20.2603280833,0.0000000000,27610.8910000000,0.0000000000,0.5000000000,0.8660254038
4135001,Plant_1,2020-05-18 03:00:00,0.0000000000,0.0000000000,21.3422485333,20.7653722333,0.0000000000,27610.8910000000,0.0000000000,0.7071067812,0.7071067812
4135001,Plant_1,2020-05-18 04:00:00,0.0000000000,0.0000000000,21.1613033571,20.1203188012,0.0000000000,27610.8910000000,0.0000000000,0.8660254038,0.5000000000
4135001,Plant_1,2020-05-18 05:00:00,0.0000000000,0.0000000000,21.1469224500,19.9577596167,0.0001299914,27610.8910000000,0.0000000000,0.9659258263,0.2588190451
4135001,Plant_1,2020-05-18 06:00:00,1253.0294643198,12914.1071430500,21.5057032714,21.2067930429,0.0428668353,27610.8910000000,0.0453817106,1.0000000000,0.0000000000
4135001,Plant_1,2020-05-18 07:00:00,5165.0767857750,52668.3169640000,22.4597504167,26.4702310833,0.1671146310,27610.8910000000,0.1870666465,0.9659258263,-0.2588190451
4135001,Plant_1,2020-05-18 08:00:00,3438.9758928750,35185.2723207500,23.4060231750,26.8994115333,0.1038600854,27610.8910000000,0.1245514277,0.8660254038,-0.5000000000
4135001,Plant_1,2020-05-18 09:00:00,3503.5558035250,35815.7098210000,23.7571828167,27.2989043667,0.1053797832,27610.8910000000,0.1268903565,0.7071067812,-0.7071067812
4135001,Plant_1,2020-05-18 10:00:00,6910.9339285750,70465.7901782500,24.0111249060,28.9631294155,0.2095848743,27610.8910000000,0.2502973891,0.5000000000,-0.8660254038
4135001,Plant_1,2020-05-18 11:00:00,13432.9187500500,137114.0401795000,25.1260564167,38.4072612000,0.4215008802,27610.8910000000,0.4865079780,0.2588190451,-0.9659258263
4135001,Plant_1,2020-05-18 12:00:00,17865.0102678500,182556.7232142500,26.4475209833,44.3873286500,0.5774754320,27610.8910000000,0.6470276627,0.0000000000,-1.0000000000
4135001,Plant_1,2020-05-18 13:00:00,22601.8008928750,231447.5044655000,27.3438204202,47.8248602440,0.7671310242,27610.8910000000,0.8185828155,-0.2588190451,-0.9659258263
4135001,Plant_1,2020-05-18 14:00:00,14792.5334820250,151118.6160697500,27.6732732000,43.6817149500,0.4899583430,27610.8910000000,0.5357499503,-0.5000000000,-0.8660254038
4135001,Plant_1,2020-05-18 15:00:00,16316.6919643250,166665.6785712500,27.4751327881,42.9122439786,0.5312265820,27610.8910000000,0.5909513012,-0.7071067812,-0.7071067812
4135001,Plant_1,2020-05-18 16:00:00,9050.2910714500,92227.2142855000,27.3956609000,36.4482479667,0.2915399288,27610.8910000000,0.3277797544,-0.8660254038,-0.5000000000
4135001,Plant_1,2020-05-18 17:00:00,3096.9513392750,31702.4508924000,26.2126080560,28.5939540726,0.0971989755,27610.8910000000,0.1121641217,-0.9659258263,-0.2588190451
4135001,Plant_1,2020-05-18 18:00:00,314.6575892850,3255.7098214000,24.8997879833,24.1998092833,0.0116539051,27610.8910000000,0.0113961404,-1.0000000000,-0.0000000000
4135001,Plant_1,2020-05-18 19:00:00,0.0000000000,0.0000000000,24.4796086667,23.0768951333,0.0000000000,27610.8910000000,0.0000000000,-0.9659258263,0.2588190451
4135001,Plant_1,2020-05-18 20:00:00,0.0000000000,0.0000000000,24.1142834917,22.0527947845,0.0000000000,27610.8910000000,0.0000000000,-0.8660254038,0.5000000000
4135001,Plant_1,2020-05-18 21:00:00,0.0000000000,0.0000000000,23.5769714333,21.4369954500,0.0000000000,27610.8910000000,0.0000000000,-0.7071067812,0.7071067812
4135001,Plant_1,2020-05-18 22:00:00,0.0000000000,0.0000000000,22.9170393524,20.7833256190,0.0000000000,27610.8910000000,0.0000000000,-0.5000000000,0.8660254038
4135001,Plant_1,2020-05-18 23:00:00,0.0000000000,0.0000000000,22.7539302000,20.8525065000,0.0000000000,27610.8910000000,0.0000000000,-0.2588190451,0.9659258263
4135001,Plant_1,2020-05-19 00:00:00,0.0000000000,0.0000000000,22.5698118024,20.5281610262,0.0000000000,27610.8910000000,0.0000000000,0.0000000000,1.0000000000
4135001,Plant_1,2020-05-19 01:00:00,0.0000000000,0.0000000000,22.6289861167,20.6590668833,0.0000000000,27610.8910000000,0.0000000000,0.2588190451,0.9659258263
4135001,Plant_1,2020-05-19 02:00:00,0.0000000000,0.0000000000,22.8452466631,20.7956302964,0.0000000000,27610.8910000000,0.0000000000,0.5000000000,0.8660254038
4135001,Plant_1,2020-05-19 03:00:00,0.0000000000,0.0000000000,23.0182007167,20.8135956500,0.0000000000,27610.8910000000,0.0000000000,0.7071067812,0.7071067812
4135001,Plant_1,2020-05-19 04:00:00,0.0000000000,0.0000000000,23.1906292798,20.8724773536,0.0000000000,27610.8910000000,0.0000000000,0.8660254038,0.5000000000
4135001,Plant_1,2020-05-19 05:00:00,0.0000000000,0.0000000000,23.2585942500,21.1526632000,0.0000795795,27610.8910000000,0.0000000000,0.9659258263,0.2588190451
4135001,Plant_1,2020-05-19 06:00:00,530.8812500062,5473.9374999550,23.4102243869,22.4452589405,0.0183532975,27610.8910000000,0.0192272408,1.0000000000,0.0000000000
4135001,Plant_1,2020-05-19 07:00:00,5957.1441964750,60717.2589290000,24.5985199833,28.1744644333,0.1958224254,27610.8910000000,0.2157534212,0.9659258263,-0.2588190451
4135001,Plant_1,2020-05-19 08:00:00,6887.9549107250,70196.0401790000,25.4437253488,32.4194923940,0.2241517361,27610.8910000000,0.2494651444,0.8660254038,-0.5000000000
4135001,Plant_1,2020-05-19 09:00:00,14587.5946428250,148969.1428567500,26.8648645667,42.0914713167,0.4959170547,27610.8910000000,0.5283275590,0.7071067812,-0.7071067812
4135001,Plant_1,2020-05-19 10:00:00,15944.0825892750,162951.2946432500,27.7562102833,43.6147040262,0.5493137353,27610.8910000000,0.5774562867,0.5000000000,-0.8660254038
4135001,Plant_1,2020-05-19 11:00:00,15517.6617061667,158632.9285730000,28.2532672278,45.4748649306,0.5319547190,27610.8910000000,0.5620123489,0.2588190451,-0.9659258263
4135001,Plant_1,2020-05-19 12:00:00,22905.2583333000,234472.6666665000,29.7980505333,50.2430749000,0.7870801410,27610.8910000000,0.8295733134,0.0000000000,-1.0000000000
4135001,Plant_1,2020-05-19 13:00:00,18939.9558036250,193630.3928620000,29.9006709667,48.4894446000,0.6253125728,27610.8910000000,0.6859596021,-0.2588190451,-0.9659258263
4135001,Plant_1,2020-05-19 14:00:00,20651.5803569500,211182.1160687500,30.1727731560,49.7761358000,0.6901497009,27610.8910000000,0.7479505227,-0.5000000000,-0.8660254038
4135001,Plant_1,2020-05-19 15:00:00,13673.5991071500,139575.2500002500,29.9507298667,42.9262105500,0.4474687417,27610.8910000000,0.4952248411,-0.7071067812,-0.7071067812
4135001,Plant_1,2020-05-19 16:00:00,10035.9071428750,102334.9419635000,29.6780183345,39.5099161083,0.3611488085,27610.8910000000,0.3634763957,-0.8660254038,-0.5000000000
4135001,Plant_1,2020-05-19 17:00:00,2762.6129464225,28242.8080358750,28.3638142500,31.2008244500,0.1105116369,27610.8910000000,0.1000551900,-0.9659258263,-0.2588190451
4135001,Plant_1,2020-05-19 18:00:00,0.4343750000,4.5000000000,23.3162631405,22.2430573179,0.0004799743,27610.8910000000,0.0000157320,-1.0000000000,-0.0000000000
4135001,Plant_1,2020-05-19 19:00:00,0.0000000000,0.0000000000,22.4995595833,20.5597045667,0.0000000000,27610.8910000000,0.0000000000,-0.9659258263,0.2588190451
4135001,Plant_1,2020-05-19 20:00:00,0.0000000000,0.0000000000,23.1300257167,20.5031824833,0.0000000000,27610.8910000000,0.0000000000,-0.8660254038,0.5000000000
4135001,Plant_1,2020-05-19 21:00:00,0.0000000000,0.0000000000,23.9481107702,21.3875682893,0.0000000000,27610.8910000000,0.0000000000,-0.7071067812,0.7071067812
4135001,Plant_1,2020-05-19 22:00:00,0.0000000000,0.0000000000,23.5815637833,21.2911509500,0.0000000000,27610.8910000000,0.0000000000,-0.5000000000,0.8660254038
4135001,Plant_1,2020-05-19 23:00:00,0.0000000000,0.0000000000,22.8934692536,20.4281844690,0.0000000000,27610.8910000000,0.0000000000,-0.2588190451,0.9659258263
4135001,Plant_1,2020-05-20 00:00:00,0.0000000000,0.0000000000,22.2900502667,20.1112838667,0.0000000000,27610.8910000000,0.0000000000,0.0000000000,1.0000000000
4135001,Plant_1,2020-05-20 01:00:00,0.0000000000,0.0000000000,22.1611834440,19.8874778131,0.0000000000,27610.8910000000,0.0000000000,0.2588190451,0.9659258263
4135001,Plant_1,2020-05-20 02:00:00,0.0000000000,0.0000000000,22.0113784833,19.4638080667,0.0000000000,27610.8910000000,0.0000000000,0.5000000000,0.8660254038
4135001,Plant_1,2020-05-20 03:00:00,0.0000000000,0.0000000000,22.0123192476,19.4524361869,0.0000000000,27610.8910000000,0.0000000000,0.7071067812,0.7071067812
4135001,Plant_1,2020-05-20 04:00:00,0.0000000000,0.0000000000,22.1222560333,19.4709178000,0.0000000000,27610.8910000000,0.0000000000,0.8660254038,0.5000000000
4135001,Plant_1,2020-05-20 05:00:00,0.0000000000,0.0000000000,21.8465567988,18.9079210726,0.0000036842,27610.8910000000,0.0000000000,0.9659258263,0.2588190451
4135001,Plant_1,2020-05-20 06:00:00,1177.1825893015,12141.8928571275,21.8026200333,19.7666209500,0.0408867548,27610.8910000000,0.0426347194,1.0000000000,0.0000000000
4135001,Plant_1,2020-05-20 07:00:00,6402.7839286000,65241.0758935000,23.1977753571,25.1849951345,0.2300397984,27610.8910000000,0.2318934195,0.9659258263,-0.2588190451
4135001,Plant_1,2020-05-20 08:00:00,13415.4794643750,136932.5892862500,25.3427052500,36.6451619667,0.4593356670,27610.8910000000,0.4858763690,0.8660254038,-0.5000000000
4135001,Plant_1,2020-05-20 09:00:00,18595.8973214500,190053.1875002500,27.1094714690,44.0074501952,0.6307187538,27610.8910000000,0.6734986322,0.7071067812,-0.7071067812
4135001,Plant_1,2020-05-20 10:00:00,23186.8941965250,237273.3571400000,28.5247848500,50.1394764833,0.7963303183,27610.8910000000,0.8397734864,0.5000000000,-0.8660254038
4135001,Plant_1,2020-05-20 11:00:00,25946.0526787500,266004.2232125000,29.7821756333,54.1936122167,0.9001110032,27610.8910000000,0.9397035640,0.2588190451,-0.9659258263
4135001,Plant_1,2020-05-20 12:00:00,27325.8986605000,280237.6294625000,31.0230286869,58.3879270107,0.9690397647,27610.8910000000,0.9896782636,0.0000000000,-1.0000000000
4135001,Plant_1,2020-05-20 13:00:00,25460.9792260000,261007.7511800000,31.4594384424,56.5548840576,0.9001322505,27610.8910000000,0.9221353714,-0.2588190451,-0.9659258263
4135001,Plant_1,2020-05-20 14:00:00,20010.8614284250,205103.4294563750,30.8821594860,50.2828177432,0.7061112686,27610.8910000000,0.7247452257,-0.5000000000,-0.8660254038
4135001,Plant_1,2020-05-20 15:00:00,14560.7436308500,149199.1077327500,30.3048805295,44.0107514288,0.5120902868,27610.8910000000,0.5273550800,-0.7071067812,-0.7071067812
4135001,Plant_1,2020-05-20 16:00:00,9110.6258332750,93294.7860091250,29.7276015731,37.7386851144,0.3180693050,27610.8910000000,0.3299649342,-0.8660254038,-0.5000000000
4135001,Plant_1,2020-05-20 17:00:00,3660.5080357000,37390.4642855000,29.1503226167,31.4666188000,0.1240483232,27610.8910000000,0.1325747885,-0.9659258263,-0.2588190451
4135001,Plant_1,2020-05-20 18:00:00,660.2093750015,6813.3794642525,27.7785798964,26.9255240274,0.0228295251,27610.8910000000,0.0239111941,-1.0000000000,-0.0000000000
4135001,Plant_1,2020-05-20 19:00:00,0.0000000000,0.0000000000,26.2339105333,23.5495066500,0.0000000000,27610.8910000000,0.0000000000,-0.9659258263,0.2588190451
4135001,Plant_1,2020-05-20 20:00:00,0.0000000000,0.0000000000,25.3948888167,22.4679245667,0.0000000000,27610.8910000000,0.0000000000,-0.8660254038,0.5000000000
4135001,Plant_1,2020-05-20 21:00:00,0.0000000000,0.0000000000,24.7341610012,21.8743384155,0.0000000000,27610.8910000000,0.0000000000,-0.7071067812,0.7071067812
4135001,Plant_1,2020-05-20 22:00:00,0.0000000000,0.0000000000,24.1902529060,21.4432442333,0.0000000000,27610.8910000000,0.0000000000,-0.5000000000,0.8660254038
4135001,Plant_1,2020-05-20 23:00:00,832.7666666667,8477.5388888889,24.1169529871,22.4387996114,0.0358217832,27610.8910000000,0.0301608038,-0.2588190451,0.9659258263
4135001,Plant_1,2020-05-21 00:00:00,1665.5333333333,16955.0777777778,24.0436530683,23.4343549896,0.0716435665,27610.8910000000,0.0603216076,0.0000000000,1.0000000000
4135001,Plant_1,2020-05-21 01:00:00,2498.3000000000,25432.6166666667,23.9703531494,24.4299103677,0.1074653497,27610.8910000000,0.0904824115,0.2588190451,0.9659258263
4135001,Plant_1,2020-05-21 02:00:00,3331.0666666667,33910.1555555556,23.8970532306,25.4254657458,0.1432871329,27610.8910000000,0.1206432153,0.5000000000,0.8660254038
4135001,Plant_1,2020-05-21 03:00:00,4163.8333333333,42387.6944444444,23.8237533117,26.4210211239,0.1791089162,27610.8910000000,0.1508040191,0.7071067812,0.7071067812
4135001,Plant_1,2020-05-21 04:00:00,4996.6000000000,50865.2333333333,23.7504533929,27.4165765020,0.2149306994,27610.8910000000,0.1809648229,0.8660254038,0.5000000000
4135001,Plant_1,2020-05-21 05:00:00,4996.6000000000,50865.2333333333,23.7504533929,27.4165765020,0.2149306994,27610.8910000000,0.1809648229,0.9659258263,0.2588190451
4135001,Plant_1,2020-05-21 06:00:00,4996.6000000000,50865.2333333333,23.7504533929,27.4165765020,0.2149306994,27610.8910000000,0.1809648229,1.0000000000,0.0000000000
4135001,Plant_1,2020-05-21 07:00:00,7494.9000000000,76297.8500000000,23.5305536364,30.4032426364,0.3223960491,27610.8910000000,0.2714472344,0.9659258263,-0.2588190451
4135001,Plant_1,2020-05-21 08:00:00,12920.2615179250,131879.8288687500,24.7394673667,37.7021600667,0.4432564267,27610.8910000000,0.4679407672,0.8660254038,-0.5000000000
4135001,Plant_1,2020-05-21 09:00:00,19776.0977678250,202196.5133915000,27.0477646738,48.8709105536,0.7028915417,27610.8910000000,0.7162426511,0.7071067812,-0.7071067812
4135001,Plant_1,2020-05-21 10:00:00,17933.2962496250,183555.5806545000,28.4622330000,50.9649820833,0.6937580927,27610.8910000000,0.6495008165,0.5000000000,-0.8660254038
